"@timestamp","@version","_id","_index","_score","_type","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version",host,"hostname.name","input.type","log.file.path","log.offset",message,path,tags,type
"Jun 27, 2020 @ 18:36:23.288",1,"iHwQ93IBBsHFC7FT-b_y","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",12230,"2020-06-28 02:36:17.599  INFO 42045 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 11 ms",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:23.288",1,"iXwQ93IBBsHFC7FT-b_7","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",12083,"2020-06-28 02:36:17.588  INFO 42045 --- [http-nio-8080-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:23.288",1,"inwQ93IBBsHFC7FT-r8A","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",11919,"2020-06-28 02:36:17.587  INFO 42045 --- [http-nio-8080-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:23.288",1,"i3wQ93IBBsHFC7FT-r8H","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",12802,"2020-06-28 02:36:17.655  INFO 42045 --- [http-nio-8080-exec-1] c.e.observability.aop.LoggingAdvice      : Method getGreeting return Hello grok",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:23.288",1,"jHwQ93IBBsHFC7FT-r8Q","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",12370,"2020-06-28 02:36:17.634  INFO 42045 --- [http-nio-8080-exec-1] c.e.observability.aop.LoggingAdvice      : Method Invoked getGreeting in class class com.example.observability.controller.HomeController with args [grok]",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:23.288",1,"jXwQ93IBBsHFC7FT-r8X","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",12587,"2020-06-28 02:36:17.648  INFO 42045 --- [http-nio-8080-exec-1] c.e.observability.aop.LoggingAdvice      : Method Invoked getGreeting in class class com.example.observability.service.GreetingService with args [grok]",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:26.296",1,"j3wR93IBBsHFC7FTBb-i","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",13306,"2020-06-28 02:36:26.090  INFO 42045 --- [http-nio-8080-exec-2] c.e.observability.aop.LoggingAdvice      : Method Invoked getGreeting in class class com.example.observability.service.GreetingService with args [mitch]",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:26.296",1,"kHwR93IBBsHFC7FTBb-o","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",13666,"2020-06-28 02:36:26.090  INFO 42045 --- [http-nio-8080-exec-2] c.e.observability.aop.LoggingAdvice      : Method getGreeting return Hello mitch",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:26.296",1,"kXwR93IBBsHFC7FTBb-u","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",13088,"2020-06-28 02:36:26.089  INFO 42045 --- [http-nio-8080-exec-2] c.e.observability.aop.LoggingAdvice      : Method Invoked getGreeting in class class com.example.observability.controller.HomeController with args [mitch]",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:26.296",1,"knwR93IBBsHFC7FTBb-1","logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",13522,"2020-06-28 02:36:26.090  INFO 42045 --- [http-nio-8080-exec-2] c.e.observability.aop.LoggingAdvice      : Method getGreeting return Hello mitch",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:29.305",1,lHwR93IBBsHFC7FTEb9f,"logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",14242,"2020-06-28 02:36:28.273  INFO 42045 --- [http-nio-8080-exec-4] c.e.observability.aop.LoggingAdvice      : Method getGreeting return Hello test",,"[""beats_input_codec_plain_applied""]",
"Jun 27, 2020 @ 18:36:29.305",1,lXwR93IBBsHFC7FTEb9l,"logstash-2020.06.27-000001",0,"_doc","76f5b858-bc2d-4f13-bdb1-98f4cad7ce28","Smits-MacBook-Pro.local","864be1a9-e233-4d41-8624-cf94e916a0b7","Smits-MacBook-Pro.local",filebeat,"7.8.0","1.5.0",,"Smits-MacBook-Pro.local",log,"/Users/Smit/Downloads/chrome/observability/spring_app_log_file.log",13810,"2020-06-28 02:36:28.273  INFO 42045 --- [http-nio-8080-exec-4] c.e.observability.aop.LoggingAdvice      : Method Invoked getGreeting in class class com.example.observability.controller.HomeController with args [test]",,"[""beats_input_codec_plain_applied""]",
